ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
R0289,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,red
R0290,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,red
R0291,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,red
R0292,8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,red
R0293,7.2,0.48,0.07,5.5,0.089,10,18,0.99684,3.37,0.68,11.2,7,red
R0294,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,red
R0295,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,red
R0296,5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6,red
R0297,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,red
R0298,6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5,red
R0299,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,red
R0300,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5,red
R0301,6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6,red
R0302,5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8,4,red
R0303,8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6,red
R0304,6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,5,red
R0305,11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,red
R0306,9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,red
R0307,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,red
R0308,7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5,red
R0309,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,red
R0310,10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,red
R0311,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,red
R0312,8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,red
R0313,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,red
R0314,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,red
R0315,10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,red
R0316,11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,red
R0317,7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,red
R0318,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,red
R0319,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,red
R0320,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,red
R0321,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,red
R0322,7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4,6,red
R0323,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7,red
R0324,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,red
R0325,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6,red
R0326,6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6,red
R0327,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,red
R0328,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,red
R0329,11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6,red
R0330,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,red
R0331,6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,5,red
R0332,7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,5,red
R0333,7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,4,red
R0334,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,red
R0335,10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,red
R0336,11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,red
R0337,10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,red
R0338,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,red
R0339,9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,red
R0340,9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,red
R0341,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,red
R0342,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,red
R0343,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,red
R0344,10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,red
R0345,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,red
R0346,7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,red
R0347,9.4,0.4,0.47,2.5,0.087,6,20,0.99772,3.15,0.5,10.5,5,red
R0348,7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,red
R0349,10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7,red
R0350,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,red
R0351,12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6,red
R0352,6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4,red
R0353,11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5,red
R0354,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5,red
R0355,7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,red
R0356,7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5,red
R0357,6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5,red
R0358,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red
R0359,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red
R0360,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red
R0361,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,red
R0362,7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,red
R0363,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,red
R0364,7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7,red
R0365,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,5,red
R0366,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,red
R0367,13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,red
R0368,11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,red
R0369,12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,red
R0370,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,red
R0371,11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,red
R0372,10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,red
R0373,10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,red
R0374,12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,red
R0375,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,red
R0376,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,red
R0377,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,red
R0378,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,red
R0379,9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,red
R0380,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,red
R0381,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,red
R0382,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,red
R0383,7.8,0.5,0.12,1.8,0.178,6,21,0.996,3.28,0.87,9.8,6,red
R0384,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6,red
R0385,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6,red
R0386,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,red
R0387,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,red
R0388,9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5,red
R0389,7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2,5,red
R0390,7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6,red
R0391,7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,red
R0392,11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,red
R0393,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,red
R0394,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,red
R0395,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,red
R0396,10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,red
R0397,12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6,red
R0398,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,red
R0399,8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,red
R0400,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,red
R0401,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,red
R0402,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,red
R0403,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,red
R0404,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,red
R0405,6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,red
R0406,6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,red
R0407,7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6,red
R0408,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,red
R0409,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,red
R0410,6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5,red
R0411,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,red
R0412,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,red
R0413,7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,red
R0414,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,5,red
R0415,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,5,red
R0416,8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,5,red
R0417,6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,5,red
R0418,9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5,red
R0419,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,red
R0420,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,6,red
R0421,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,red
R0422,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,red
R0423,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,red
R0424,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,red
R0425,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,red
R0426,10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,red
R0427,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,red
R0428,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,red
R0429,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,red
R0430,8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,red
R0431,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,red
R0432,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,red
R0433,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,red
R0434,9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,red
R0435,8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,red
R0436,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,red
R0437,10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,6,red
R0438,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,red
R0439,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,red
R0440,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,red
R0441,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,red
R0442,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5,red
R0443,11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6,red
R0444,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5,red
R0445,6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4,red
R0446,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,red
R0447,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,red
R0448,7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,5,red
R0449,9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,red
R0450,12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,red
R0451,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,red
R0452,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,red
R0453,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,red
R0454,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,red
R0455,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,red
R0456,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,red
R0457,11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,red
R0458,10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,red
R0459,10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,red
R0460,10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,red
R0461,12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,red
R0462,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,red
R0463,12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,6,red
R0464,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,red
R0465,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,red
R0466,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,red
R0467,6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,red
R0468,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,red
R0469,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,red
R0470,10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,red
R0471,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,red
R0472,9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,red
R0473,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,red
R0474,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7,red
R0475,8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6,red
R0476,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4,red
R0477,6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4,red
R0478,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6,red
R0479,7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6,red
R0480,10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5,red
R0481,7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,red
R0482,7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,red
R0483,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,red
R0484,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,red
R0485,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,red
R0486,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,red
R0487,12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,red
R0488,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,red
R0489,11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,red
R0490,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,red
R0491,9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,red
R0492,6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,red
R0493,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,red
R0494,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,red
R0495,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,red
R0496,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,red
R0497,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,red
R0498,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,red
R0499,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,red
R0500,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,red
R0501,5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5,red
R0502,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,red
R0503,7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6,red
R0504,8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,red
R0505,8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,red
R0506,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5,red
R0507,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7,red
R0508,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5,red
R0509,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,red
R0510,6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6,red
R0511,6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,red
R0512,7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5,red
R0513,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,red
R0514,9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,red
R0515,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,red
R0516,10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,red
R0517,9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,red
R0518,10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,red
R0519,10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,6,red
R0520,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,red
R0521,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,red
R0522,12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,red
R0523,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,red
R0524,6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,red
R0525,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4,red
R0526,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,red
R0527,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,red
R0528,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,red
R0529,6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5,red
R0530,7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5,red
R0531,6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5,red
R0532,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,red
R0533,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,red
R0534,5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,red
R0535,7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,red
R0536,11.5,0.3,0.6,2,0.067,12,27,0.9981,3.11,0.97,10.1,6,red
R0537,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,5,red
R0538,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,red
R0539,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,red
R0540,10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5,red
R0541,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,red
R0542,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,red
R0543,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,red
R0544,7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,red
R0545,11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,red
R0546,5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,red
R0547,8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,red
R0548,8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,red
R0549,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,red
R0550,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6,red
R0551,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,red
R0552,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,red
R0553,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,red
R0554,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,red
R0555,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,red
R0556,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6,red
R0557,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,red
R0558,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,red
R0559,6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6,red
R0560,7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5,red
R0561,6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5,red
R0562,7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,red
R0563,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6,red
R0564,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5,red
R0565,7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4,6,red
R0566,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,red
R0567,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,red
R0568,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,red
R0569,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,red
R0570,8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,red
R0571,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,red
R0572,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,red
R0573,9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,red
R0574,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,red
R0575,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,red
R0576,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,red
R0577,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,red
R0578,7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,red
